ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Profit,Prior_purchases,Product_importance,Order_date,Ship_Date,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N,Product Category,Product sub Category
238,B,Ship,2,2,133,6.65,3,low,06-03-2022,10-03-2022,M,5,1268,1,Technology,Bookcases
239,C,Ship,2,3,140,7,3,low,03-08-2021,10-08-2021,F,23,1372,1,Technology,Bookcases
240,F,Ship,2,3,158,7.9,3,low,13-11-2023,23-11-2023,M,10,1515,1,Technology,Bookcases
241,D,Ship,4,5,270,13.5,4,low,24-07-2023,03-08-2023,M,65,1818,1,Technology,Bookcases
242,F,Ship,2,4,140,7,3,low,08-07-2023,18-07-2023,F,33,1278,1,Technology,Bookcases
243,A,Ship,2,2,135,6.75,3,low,15-02-2021,21-02-2021,M,58,1734,1,Technology,Bookcases
244,B,Ship,2,4,136,6.8,3,low,24-12-2020,03-01-2021,M,43,1958,1,Technology,Bookcases
245,C,Ship,2,1,142,7.1,3,Not Specified,01-04-2021,08-04-2021,F,8,6064,1,Technology,Bookcases
246,F,Ship,2,4,154,7.7,3,Not Specified,19-09-2021,27-09-2021,F,48,7684,1,Technology,Bookcases
247,D,Ship,2,3,139,6.95,3,low,20-01-2023,24-01-2023,F,3,1788,1,Technology,Bookcases
248,F,Road,2,4,160,8,3,low,03-02-2020,05-02-2020,F,50,1030,1,Technology,Bookcases
249,A,Road,2,2,134,6.7,3,low,17-02-2022,20-02-2022,F,38,1530,1,Technology,Bookcases
250,B,Road,5,5,161,8.05,5,Critical,29-05-2022,05-06-2022,F,54,1511,1,Technology,Bookcases
251,C,Road,2,3,155,7.75,3,low,14-05-2021,24-05-2021,F,45,1639,1,Technology,Bookcases
252,F,Road,2,2,145,7.25,3,Not Specified,03-07-2021,13-07-2021,F,5,6102,1,Technology,Bookcases
253,D,Road,2,1,157,7.85,3,low,28-02-2020,05-03-2020,M,58,1930,1,Technology,Bookcases
254,F,Road,2,5,160,8,3,low,13-04-2021,21-04-2021,F,19,1399,1,Technology,Bookcases
255,A,Road,2,2,152,7.6,3,low,27-09-2021,02-10-2021,F,61,1800,1,Technology,Bookcases
256,B,Road,2,2,148,7.4,3,Critical,04-11-2020,11-11-2020,F,35,1349,1,Technology,Bookcases
257,C,Road,2,2,127,6.35,3,low,13-05-2022,23-05-2022,M,13,1128,1,Technology,Bookcases
258,F,Road,2,2,129,6.45,3,Not Specified,08-07-2020,17-07-2020,F,22,6614,1,Technology,Bookcases
259,D,Road,2,3,158,7.9,3,low,19-04-2023,25-04-2023,F,13,1245,1,Technology,Bookcases
260,F,Road,2,4,147,7.35,3,low,23-09-2023,30-09-2023,M,5,1920,1,Technology,Bookcases
261,A,Road,2,5,159,7.95,3,low,05-01-2022,15-01-2022,F,49,1621,1,Technology,Bookcases
262,B,Road,2,3,151,7.55,3,low,09-08-2022,14-08-2022,F,23,1930,1,Technology,Bookcases
263,C,Road,3,1,294,14.7,4,low,06-01-2021,14-01-2021,F,52,1089,1,Technology,Bookcases
264,F,Road,3,2,226,11.3,2,Not Specified,04-12-2021,11-12-2021,M,45,1446,1,Technology,Bookcases
265,D,Road,5,3,271,13.55,5,Critical,13-08-2021,17-08-2021,M,9,1813,1,Technology,Bookcases
266,F,Road,7,2,203,10.15,5,Not Specified,19-03-2020,26-03-2020,F,61,1856,1,Technology,Bookcases
267,A,Road,2,3,264,13.2,4,low,13-08-2022,18-08-2022,F,10,1648,1,Technology,Bookcases
268,B,Road,4,1,258,12.9,3,Not Specified,17-03-2020,22-03-2020,M,36,2211,1,Technology,Bookcases
269,C,Road,3,5,241,12.05,3,low,02-06-2023,05-06-2023,F,21,3078,1,Technology,Bookcases
270,F,Flight,4,5,208,10.4,3,Not Specified,19-08-2021,25-08-2021,M,23,2056,1,Technology,Bookcases
271,D,Flight,3,2,209,10.45,5,Not Specified,01-03-2022,11-03-2022,F,12,3054,1,Technology,Bookcases
272,F,Flight,5,1,182,9.1,2,Not Specified,09-06-2023,15-06-2023,F,23,2707,1,Technology,Bookcases
273,A,Flight,4,5,148,7.4,2,Not Specified,24-10-2020,28-10-2020,F,43,1087,1,Technology,Bookcases
274,B,Flight,2,3,183,9.15,2,Not Specified,23-09-2023,30-09-2023,F,52,3199,1,Technology,Bookcases
275,C,Flight,3,5,229,11.45,6,Not Specified,05-07-2020,13-07-2020,M,22,2717,1,Technology,Bookcases
276,F,Flight,5,5,115,5.75,5,low,13-05-2020,23-05-2020,F,26,1692,1,Technology,Bookcases
277,D,Flight,4,2,136,6.8,3,low,30-05-2023,08-06-2023,F,65,1962,1,Technology,Bookcases
278,F,Flight,4,4,212,10.6,3,low,25-11-2023,04-12-2023,M,21,3307,1,Technology,Bookcases
279,A,Flight,4,3,171,8.55,3,low,02-02-2020,09-02-2020,F,24,1304,1,Technology,Bookcases
280,B,Flight,3,1,151,7.55,2,low,17-05-2021,20-05-2021,M,60,1925,1,Technology,Bookcases
281,C,Flight,3,1,205,10.25,3,Not Specified,11-01-2020,13-01-2020,M,39,3062,1,Technology,Bookcases
282,F,Flight,5,4,147,7.35,3,Not Specified,24-12-2021,02-01-2022,M,23,1132,1,Technology,Bookcases
283,D,Flight,3,3,155,7.75,3,low,19-06-2020,24-06-2020,F,29,1712,1,Technology,Bookcases
284,F,Flight,5,4,165,8.25,3,low,23-02-2020,25-02-2020,F,20,1150,1,Technology,Bookcases
285,A,Flight,5,5,230,11.5,3,low,05-01-2020,08-01-2020,F,32,3249,1,Technology,Bookcases
286,B,Flight,2,4,181,9.05,4,Not Specified,07-08-2021,15-08-2021,M,13,2309,1,Technology,Bookcases
287,C,Flight,5,3,234,11.7,2,low,14-06-2022,16-06-2022,F,55,3308,1,Technology,Bookcases
288,F,Flight,4,4,149,7.45,3,low,08-07-2023,13-07-2023,M,34,1977,1,Technology,Bookcases
289,D,Flight,5,5,156,7.8,2,low,01-04-2021,10-04-2021,M,44,1561,1,Technology,Bookcases
290,F,Flight,4,2,172,8.6,3,Not Specified,18-02-2023,26-02-2023,F,59,1858,1,Technology,Bookcases
291,A,Flight,4,4,270,13.5,3,low,19-05-2020,22-05-2020,M,12,3279,1,Technology,Bookcases
292,B,Ship,4,1,206,10.3,3,Not Specified,08-04-2020,10-04-2020,M,23,3807,1,Technology,Bookcases
293,C,Ship,4,3,211,10.55,4,Not Specified,01-08-2023,10-08-2023,M,40,3106,1,Technology,Bookcases
294,F,Ship,3,2,136,6.8,4,low,03-10-2021,11-10-2021,M,62,1090,1,Technology,Bookcases
295,D,Ship,5,1,186,9.3,2,Critical,03-10-2023,08-10-2023,F,52,3981,1,Technology,Bookcases
296,F,Ship,3,1,202,10.1,2,Not Specified,28-02-2020,03-03-2020,M,62,3398,1,Technology,Bookcases
297,A,Ship,4,2,183,9.15,3,Not Specified,30-06-2021,06-07-2021,F,12,3646,1,Technology,Bookcases
298,B,Ship,4,4,232,11.6,2,low,21-05-2023,24-05-2023,M,36,2861,1,Technology,Bookcases
299,C,Ship,4,2,147,7.35,4,Not Specified,25-12-2023,29-12-2023,M,52,1129,1,Technology,Bookcases
300,F,Ship,4,3,136,6.8,3,Not Specified,16-09-2021,23-09-2021,M,20,1531,1,Technology,Bookcases
301,D,Ship,5,3,127,6.35,3,low,01-04-2022,05-04-2022,F,43,1446,1,Technology,Bookcases
302,F,Ship,4,5,202,10.1,2,Not Specified,14-03-2022,19-03-2022,M,35,3695,1,Technology,Bookcases
303,A,Ship,3,4,241,12.05,2,low,18-10-2023,27-10-2023,M,57,3671,1,Technology,Bookcases
304,B,Ship,4,3,222,11.1,2,Not Specified,30-04-2021,04-05-2021,M,55,3833,1,Technology,Bookcases
305,C,Ship,3,2,183,9.15,4,Not Specified,16-08-2020,18-08-2020,F,12,2777,1,Technology,Bookcases
306,F,Ship,4,4,249,12.45,3,Not Specified,11-01-2021,21-01-2021,F,36,3769,1,Technology,Bookcases
307,D,Ship,3,1,243,12.15,4,Critical,12-10-2021,20-10-2021,M,59,3838,1,Technology,Bookcases
308,F,Ship,3,3,163,8.15,3,Not Specified,21-05-2023,28-05-2023,M,9,1257,1,Technology,Bookcases
309,A,Ship,4,2,165,8.25,2,Critical,27-09-2021,30-09-2021,M,11,1596,1,Technology,Bookcases
310,B,Ship,5,5,266,13.3,3,Not Specified,21-12-2023,28-12-2023,F,53,3089,1,Technology,Bookcases
311,C,Ship,3,4,193,9.65,2,Not Specified,01-06-2022,11-06-2022,M,48,3909,1,Technology,Bookcases
312,F,Ship,3,2,154,7.7,3,low,06-08-2020,08-08-2020,F,56,1136,1,Technology,Bookcases
313,D,Ship,3,3,140,7,3,Not Specified,15-06-2022,21-06-2022,M,51,1046,1,Technology,Bookcases
314,F,Ship,4,3,272,13.6,3,Not Specified,12-11-2023,15-11-2023,M,38,3705,1,Technology,Bookcases
315,A,Ship,4,2,143,7.15,6,Not Specified,24-04-2022,30-04-2022,M,20,1654,1,Technology,Bookcases
316,B,Ship,4,2,138,6.9,3,low,05-11-2022,08-11-2022,F,30,1805,1,Technology,Bookcases
317,C,Ship,4,2,238,11.9,2,Critical,03-02-2023,11-02-2023,M,17,3358,1,Technology,Bookcases
318,F,Ship,4,5,273,13.65,4,Not Specified,15-01-2022,17-01-2022,F,31,2373,1,Technology,Bookcases
319,D,Ship,3,1,200,10,2,Not Specified,05-12-2021,15-12-2021,M,27,2551,1,Technology,Bookcases
320,F,Ship,4,5,213,10.65,4,low,26-10-2023,05-11-2023,M,39,2381,1,Technology,Bookcases
321,A,Ship,3,4,224,11.2,2,Not Specified,01-06-2023,05-06-2023,F,15,2701,1,Technology,Bookcases
322,B,Ship,4,5,141,7.05,3,Not Specified,09-10-2022,15-10-2022,M,12,1672,1,Technology,Bookcases
323,C,Ship,3,3,150,7.5,3,low,17-05-2021,26-05-2021,M,46,1040,1,Technology,Bookcases
324,F,Ship,3,1,192,9.6,2,low,19-07-2020,27-07-2020,M,33,2818,1,Technology,Bookcases
325,D,Ship,5,1,279,13.95,4,Not Specified,23-04-2022,01-05-2022,F,24,3440,1,Technology,Bookcases
326,F,Ship,3,4,246,12.3,3,Not Specified,03-07-2023,09-07-2023,M,30,3748,1,Technology,Bookcases
327,A,Ship,3,4,173,8.65,3,Not Specified,19-08-2021,23-08-2021,M,52,1587,1,Technology,Bookcases
328,B,Ship,4,4,233,11.65,4,Not Specified,11-10-2020,20-10-2020,F,59,2358,1,Technology,Bookcases
329,C,Ship,5,1,274,13.7,2,Not Specified,02-01-2023,10-01-2023,M,24,2423,1,Technology,Bookcases
330,F,Ship,4,5,243,12.15,4,Not Specified,22-01-2023,28-01-2023,F,41,2782,1,Technology,Bookcases
331,D,Ship,3,4,197,9.85,3,Not Specified,01-12-2022,06-12-2022,F,56,3427,1,Technology,Bookcases
332,F,Ship,4,3,140,7,3,Critical,26-05-2021,05-06-2021,F,46,1072,1,Technology,Bookcases
333,A,Ship,3,5,215,10.75,3,Not Specified,17-12-2021,27-12-2021,F,22,2585,1,Technology,Bookcases
334,B,Ship,3,4,211,10.55,3,Not Specified,18-10-2023,22-10-2023,M,8,3710,1,Technology,Bookcases
335,C,Ship,4,2,220,11,5,low,20-08-2021,29-08-2021,M,33,2854,1,Technology,Bookcases
336,F,Ship,3,1,194,9.7,4,low,11-06-2022,18-06-2022,M,64,2026,1,Technology,Bookcases
337,D,Ship,5,1,262,13.1,3,Not Specified,31-05-2023,08-06-2023,F,58,3599,1,Technology,Bookcases
338,F,Ship,4,4,201,10.05,2,low,23-03-2022,30-03-2022,F,1,3147,1,Technology,Bookcases
339,A,Ship,3,5,261,13.05,3,Not Specified,28-08-2020,31-08-2020,M,15,2989,1,Technology,Bookcases
340,B,Ship,4,4,191,9.55,6,low,07-12-2022,15-12-2022,F,60,3425,1,Technology,Bookcases
341,C,Ship,2,5,255,12.75,5,Not Specified,01-03-2023,07-03-2023,F,53,3775,1,Technology,Bookcases
342,F,Ship,3,2,169,8.45,2,Critical,13-06-2020,17-06-2020,M,30,1698,1,Technology,Bookcases
343,D,Ship,4,5,162,8.1,2,Not Specified,22-07-2020,29-07-2020,M,64,1918,1,Technology,Bookcases
344,F,Ship,2,5,248,12.4,6,low,03-07-2020,10-07-2020,F,62,2750,1,Technology,Bookcases
345,A,Ship,5,3,197,9.85,4,low,21-07-2022,24-07-2022,F,2,2222,1,Technology,Bookcases
346,B,Ship,5,1,264,13.2,3,low,16-12-2022,24-12-2022,M,6,2882,1,Technology,Bookcases
347,C,Ship,5,5,260,13,2,Not Specified,29-12-2023,31-12-2023,F,55,2791,1,Technology,Bookcases
348,F,Ship,5,3,186,9.3,2,Not Specified,24-02-2021,02-03-2021,F,58,2259,1,Technology,Bookcases
349,D,Ship,4,5,233,11.65,4,low,16-05-2023,21-05-2023,F,44,2551,1,Technology,Bookcases
350,F,Ship,5,1,161,8.05,3,low,24-02-2022,26-02-2022,M,47,1954,1,Technology,Bookcases
351,A,Ship,4,5,188,9.4,3,low,19-11-2020,23-11-2020,F,13,2409,1,Technology,Bookcases
352,B,Ship,5,5,171,8.55,2,Not Specified,31-07-2021,02-08-2021,F,22,1695,1,Technology,Bookcases
353,C,Ship,2,2,267,13.35,3,Not Specified,03-07-2021,11-07-2021,M,15,2481,1,Technology,Bookcases
354,F,Ship,4,3,255,12.75,2,Critical,19-12-2021,21-12-2021,M,47,2956,1,Technology,Bookcases
355,D,Ship,3,2,132,6.6,3,low,27-07-2022,05-08-2022,F,56,1303,1,Technology,Bookcases
356,F,Ship,5,1,266,13.3,3,low,22-03-2022,26-03-2022,F,31,3157,1,Technology,Bookcases
357,A,Ship,3,4,198,9.9,2,low,01-02-2023,11-02-2023,M,25,2774,1,Technology,Bookcases
358,B,Ship,2,3,247,12.35,2,Not Specified,05-06-2022,15-06-2022,F,62,3127,1,Technology,Bookcases
359,C,Ship,3,1,140,7,3,Not Specified,07-07-2021,11-07-2021,F,65,1291,1,Technology,Bookcases
360,F,Ship,4,3,131,6.55,5,low,16-12-2021,18-12-2021,M,6,1659,1,Technology,Bookcases
361,D,Ship,5,2,246,12.3,3,Not Specified,29-06-2021,06-07-2021,M,49,3236,1,Technology,Bookcases
362,F,Ship,3,2,159,7.95,3,Not Specified,06-05-2021,14-05-2021,F,4,1681,1,Technology,Bookcases
363,A,Ship,3,5,203,10.15,2,Not Specified,14-06-2020,19-06-2020,M,61,3642,1,Technology,Bookcases
364,B,Ship,4,3,187,9.35,4,Critical,02-06-2022,08-06-2022,F,29,3141,1,Technology,Bookcases
365,C,Ship,6,2,146,7.3,3,low,15-10-2021,25-10-2021,F,62,1936,1,Technology,Bookcases
366,F,Ship,3,2,234,11.7,3,Not Specified,26-10-2023,01-11-2023,M,39,2099,1,Technology,Bookcases
367,D,Ship,3,4,122,6.1,3,Critical,16-09-2021,20-09-2021,F,15,1354,1,Technology,Bookcases
368,F,Ship,3,3,135,6.75,3,low,12-08-2021,22-08-2021,M,8,1074,1,Technology,Bookcases
369,A,Ship,3,5,103,5.15,3,low,24-09-2022,28-09-2022,M,3,1403,1,Technology,Bookcases
370,B,Ship,3,5,257,12.85,3,Not Specified,13-04-2020,17-04-2020,F,19,2173,1,Technology,Bookcases
371,C,Ship,4,3,169,8.45,2,low,24-02-2022,03-03-2022,M,2,1399,1,Technology,Bookcases
372,F,Ship,4,5,159,7.95,3,Not Specified,08-02-2021,15-02-2021,M,18,1808,1,Technology,Bookcases
373,D,Ship,4,5,188,9.4,3,low,19-10-2022,29-10-2022,M,38,3031,1,Technology,Bookcases
374,F,Ship,5,1,136,6.8,3,Not Specified,12-06-2020,16-06-2020,M,19,1420,1,Technology,Bookcases
375,A,Ship,5,1,227,11.35,3,low,20-08-2021,26-08-2021,F,19,3007,1,Technology,Bookcases
376,B,Ship,3,5,262,13.1,2,low,24-12-2022,01-01-2023,F,53,3275,1,Technology,Bookcases
377,C,Ship,2,3,157,7.85,2,low,11-03-2022,17-03-2022,M,45,1965,1,Technology,Bookcases
378,F,Ship,5,3,238,11.9,2,Not Specified,28-09-2020,04-10-2020,F,21,2053,1,Technology,Bookcases
379,D,Ship,3,5,152,7.6,3,low,30-06-2020,04-07-2020,M,43,1282,1,Technology,Bookcases
380,F,Ship,3,2,201,10.05,3,Not Specified,13-01-2021,20-01-2021,M,5,2040,1,Technology,Bookcases
381,A,Ship,3,4,148,7.4,2,low,03-12-2023,10-12-2023,M,54,1778,1,Technology,Bookcases
382,B,Ship,5,2,199,9.95,4,low,29-11-2022,03-12-2022,F,59,2885,1,Technology,Bookcases
383,C,Ship,5,4,215,10.75,2,low,28-10-2022,02-11-2022,F,45,3501,1,Technology,Bookcases
384,F,Ship,4,5,175,8.75,2,low,10-03-2022,15-03-2022,M,40,1270,1,Technology,Bookcases
385,D,Road,4,3,236,11.8,2,Critical,15-01-2021,18-01-2021,M,23,3123,1,Technology,Bookcases
386,F,Road,2,5,182,9.1,2,Not Specified,15-09-2021,25-09-2021,F,57,2896,1,Technology,Bookcases
387,A,Road,3,1,251,12.55,3,Not Specified,30-11-2023,07-12-2023,M,42,3698,1,Technology,Bookcases
388,B,Road,5,2,173,8.65,3,low,08-10-2020,16-10-2020,F,7,1855,1,Technology,Bookcases
389,C,Road,4,3,225,11.25,3,low,07-11-2022,16-11-2022,F,62,2587,1,Technology,Bookcases
390,F,Road,4,2,167,8.35,4,low,02-03-2023,09-03-2023,F,20,1705,1,Technology,Bookcases
391,D,Road,4,1,259,12.95,3,low,02-02-2023,04-02-2023,M,20,2154,1,Technology,Bookcases
392,F,Road,4,1,178,8.9,3,Not Specified,18-08-2023,23-08-2023,F,63,1573,1,Technology,Bookcases
393,A,Road,4,4,178,8.9,4,Not Specified,03-04-2023,11-04-2023,F,13,1614,1,Technology,Bookcases
394,B,Road,5,4,169,8.45,2,low,31-03-2021,09-04-2021,F,20,1765,1,Technology,Bookcases
395,C,Road,3,2,272,13.6,2,low,03-05-2021,10-05-2021,M,33,2321,1,Technology,Bookcases
396,F,Road,4,4,183,9.15,3,low,15-03-2021,24-03-2021,M,29,3251,1,Technology,Bookcases
397,D,Road,3,4,205,10.25,3,low,13-01-2021,19-01-2021,F,10,2728,1,Technology,Bookcases
398,F,Road,2,1,123,6.15,4,low,05-07-2020,07-07-2020,F,53,1036,1,Technology,Bookcases
399,A,Road,4,3,152,7.6,3,low,03-10-2020,11-10-2020,M,58,1453,1,Technology,Bookcases
400,B,Road,3,1,220,11,2,Critical,26-05-2020,31-05-2020,F,40,3773,1,Technology,Bookcases
401,C,Road,4,3,134,6.7,3,low,20-01-2022,28-01-2022,M,51,1965,1,Technology,Bookcases
402,F,Road,3,2,217,10.85,2,Critical,06-10-2022,11-10-2022,M,19,2992,1,Technology,Bookcases
403,D,Road,3,2,265,13.25,3,low,10-02-2021,14-02-2021,F,49,2791,1,Technology,Bookcases
404,F,Road,4,2,249,12.45,5,Not Specified,28-07-2023,07-08-2023,M,36,3836,1,Technology,Bookcases
405,A,Road,5,3,213,10.65,4,Not Specified,15-07-2021,23-07-2021,F,50,2003,1,Technology,Bookcases
406,B,Road,2,2,124,6.2,3,low,28-07-2023,04-08-2023,F,56,1494,1,Technology,Bookcases
407,C,Flight,4,1,180,9,2,low,17-12-2023,22-12-2023,M,23,1193,1,Technology,Bookcases
408,F,Flight,4,5,193,9.65,3,Not Specified,07-01-2022,11-01-2022,M,65,2267,1,Technology,Bookcases
409,D,Flight,3,2,192,9.6,3,Not Specified,19-06-2022,23-06-2022,M,43,3339,1,Technology,Bookcases
410,F,Flight,2,5,166,8.3,3,Not Specified,13-07-2022,16-07-2022,M,3,1832,1,Technology,Bookcases
411,A,Flight,3,2,264,13.2,3,Not Specified,26-01-2022,04-02-2022,M,5,3861,1,Technology,Bookcases
412,B,Flight,3,4,200,10,2,Not Specified,16-07-2021,18-07-2021,M,14,3528,1,Technology,Bookcases
413,C,Flight,4,3,142,7.1,4,Not Specified,24-09-2021,04-10-2021,M,12,1396,1,Technology,Bookcases
414,F,Flight,4,1,215,10.75,2,low,11-04-2023,19-04-2023,M,32,3066,1,Technology,Bookcases
415,D,Flight,2,1,218,10.9,2,low,25-09-2023,30-09-2023,M,15,2745,1,Technology,Bookcases
416,F,Flight,3,2,115,5.75,3,low,27-12-2022,02-01-2023,F,27,1814,1,Technology,Bookcases
417,A,Flight,4,3,159,7.95,3,low,22-03-2020,30-03-2020,M,33,1330,1,Technology,Bookcases
418,B,Flight,5,5,133,6.65,3,low,03-01-2020,05-01-2020,M,63,1218,1,Technology,Bookcases
419,C,Flight,5,2,178,8.9,3,low,22-11-2020,27-11-2020,M,48,1517,1,Technology,Bookcases
420,F,Flight,4,2,134,6.7,2,low,17-08-2021,25-08-2021,F,43,1714,1,Technology,Bookcases
421,D,Flight,3,1,184,9.2,5,Not Specified,04-07-2023,12-07-2023,F,58,2544,1,Technology,Bookcases
422,F,Flight,4,2,251,12.55,2,Not Specified,06-10-2022,16-10-2022,M,24,2405,1,Technology,Bookcases
423,A,Flight,3,2,141,7.05,3,low,03-06-2022,07-06-2022,M,7,1933,1,Technology,Bookcases
424,B,Flight,4,4,229,11.45,2,Not Specified,08-07-2022,17-07-2022,M,45,3776,1,Technology,Bookcases
425,C,Flight,4,1,203,10.15,4,low,19-01-2022,26-01-2022,M,34,3813,1,Technology,Bookcases
426,F,Flight,4,3,158,7.9,3,Not Specified,17-02-2022,22-02-2022,F,57,1911,1,Technology,Bookcases
427,D,Flight,3,4,167,8.35,3,Not Specified,07-03-2023,10-03-2023,M,52,1755,1,Technology,Bookcases
428,F,Flight,5,4,197,9.85,4,low,18-02-2022,28-02-2022,F,40,3303,1,Technology,Bookcases
429,A,Ship,2,2,140,7,3,low,13-06-2020,19-06-2020,F,19,1806,1,Technology,Bookcases
430,B,Ship,5,1,205,10.25,2,Not Specified,18-02-2022,23-02-2022,M,27,3569,1,Technology,Bookcases
431,C,Ship,5,5,208,10.4,3,low,13-11-2022,23-11-2022,F,45,2018,1,Technology,Bookcases
432,F,Ship,4,2,96,4.8,3,low,08-04-2022,12-04-2022,M,22,1294,1,Technology,Bookcases
433,D,Ship,6,4,205,10.25,3,low,19-06-2020,29-06-2020,F,44,2064,1,Technology,Bookcases
434,F,Ship,4,2,215,10.75,3,Not Specified,06-02-2021,15-02-2021,F,48,2953,1,Technology,Bookcases
435,A,Ship,4,1,216,10.8,3,low,24-03-2022,03-04-2022,F,43,2643,1,Technology,Bookcases
436,B,Ship,3,1,112,5.6,2,Critical,15-09-2020,19-09-2020,M,22,1846,1,Technology,Bookcases
437,C,Ship,5,4,222,11.1,3,low,20-03-2023,25-03-2023,F,20,3632,1,Technology,Bookcases
438,F,Ship,5,2,186,9.3,3,Not Specified,06-12-2021,11-12-2021,F,15,2153,1,Technology,Bookcases
439,D,Ship,3,5,241,12.05,3,Not Specified,29-08-2020,07-09-2020,M,48,2841,1,Technology,Bookcases
440,F,Ship,3,3,172,8.6,3,low,08-07-2022,14-07-2022,F,58,1269,1,Technology,Bookcases
441,A,Ship,3,5,251,12.55,2,Critical,11-07-2023,20-07-2023,M,23,2426,1,Technology,Bookcases
442,B,Ship,5,3,190,9.5,3,Critical,18-03-2023,22-03-2023,M,45,2628,1,Technology,Bookcases
443,C,Ship,4,3,186,9.3,2,Not Specified,07-06-2023,16-06-2023,F,48,2805,1,Technology,Bookcases
444,F,Ship,4,4,207,10.35,2,Not Specified,17-09-2023,19-09-2023,M,35,2596,1,Technology,Bookcases
445,D,Ship,3,3,135,6.75,3,low,21-09-2021,01-10-2021,F,19,1366,1,Technology,Bookcases
446,F,Ship,4,4,189,9.45,2,Not Specified,22-05-2023,27-05-2023,F,18,2955,1,Technology,Bookcases
447,A,Ship,4,4,173,8.65,5,Not Specified,02-05-2023,04-05-2023,F,51,1691,1,Technology,Bookcases
448,B,Ship,3,4,194,9.7,3,Not Specified,30-08-2021,05-09-2021,M,3,2169,1,Technology,Bookcases
449,C,Ship,3,1,183,9.15,3,low,23-06-2022,03-07-2022,M,19,3018,1,Technology,Bookcases
450,F,Ship,4,3,140,7,2,low,19-11-2022,27-11-2022,F,22,1248,1,Technology,Bookcases
451,D,Ship,4,4,244,12.2,3,Not Specified,04-06-2021,07-06-2021,F,55,2782,1,Technology,Bookcases
452,F,Ship,2,3,189,9.45,4,low,01-08-2022,09-08-2022,M,34,3355,1,Technology,Bookcases
453,A,Ship,3,2,157,7.85,2,Not Specified,28-11-2022,04-12-2022,M,53,1390,1,Technology,Bookcases
454,B,Ship,4,1,275,13.75,10,Not Specified,18-10-2023,21-10-2023,F,23,2726,1,Technology,Bookcases
455,C,Ship,4,5,133,6.65,3,low,30-12-2022,05-01-2023,F,53,1467,1,Technology,Bookcases
456,F,Ship,4,1,149,7.45,3,Not Specified,29-11-2023,06-12-2023,M,54,1178,1,Technology,Bookcases
457,D,Ship,3,3,254,12.7,2,Critical,27-12-2021,30-12-2021,M,17,3153,1,Technology,Bookcases
458,F,Ship,3,4,145,7.25,8,low,20-02-2022,22-02-2022,F,15,1429,1,Technology,Bookcases
459,A,Ship,3,2,179,8.95,5,low,25-03-2022,31-03-2022,F,52,1991,1,Technology,Bookcases
460,B,Ship,5,2,168,8.4,3,low,25-08-2023,30-08-2023,M,26,1526,1,Technology,Bookcases
461,C,Ship,4,1,202,10.1,3,Not Specified,04-12-2023,14-12-2023,F,18,3940,1,Technology,Bookcases
462,F,Ship,3,4,220,11,7,low,03-04-2021,13-04-2021,M,43,2620,1,Technology,Bookcases
463,D,Ship,3,4,244,12.2,8,low,21-04-2023,30-04-2023,M,1,2703,1,Technology,Bookcases
464,F,Ship,4,2,186,9.3,7,Not Specified,18-02-2023,23-02-2023,F,40,3111,1,Technology,Bookcases
465,A,Ship,5,2,263,13.15,8,Not Specified,27-09-2023,30-09-2023,M,24,3139,1,Technology,Bookcases
466,B,Ship,3,2,294,14.7,4,low,24-09-2020,03-10-2020,F,15,1318,1,Technology,Bookcases
467,C,Ship,3,5,226,11.3,2,Not Specified,23-10-2022,28-10-2022,F,2,1043,1,Technology,Bookcases
468,F,Ship,4,4,173,8.65,5,Not Specified,21-09-2022,23-09-2022,F,2,1175,1,Technology,Bookcases
469,D,Ship,3,5,194,9.7,3,Not Specified,03-06-2022,10-06-2022,F,10,2277,1,Technology,Bookcases
470,F,Ship,3,5,183,9.15,3,low,21-09-2021,23-09-2021,F,2,3459,1,Technology,Bookcases
471,A,Ship,4,1,140,7,2,low,03-09-2023,10-09-2023,M,61,1770,1,Technology,Bookcases
472,B,Ship,4,3,244,12.2,3,Not Specified,08-04-2023,12-04-2023,M,8,3318,1,Technology,Bookcases
473,C,Ship,2,2,189,9.45,4,low,16-03-2021,25-03-2021,M,9,3413,1,Technology,Bookcases
474,F,Ship,3,1,157,7.85,2,Not Specified,08-09-2020,18-09-2020,F,39,1525,1,Technology,Bookcases
475,D,Ship,4,3,275,13.75,10,Not Specified,23-06-2022,26-06-2022,M,10,2093,1,Technology,Bookcases
476,F,Ship,4,5,133,6.65,3,low,24-06-2020,27-06-2020,M,59,1092,1,Technology,Bookcases
477,A,Ship,4,2,149,7.45,3,Not Specified,16-01-2023,26-01-2023,M,26,1863,1,Technology,Bookcases
478,B,Ship,3,4,254,12.7,2,Critical,25-03-2021,29-03-2021,F,41,3973,1,Technology,Bookcases
479,C,Ship,3,4,145,7.25,8,low,03-04-2021,08-04-2021,F,24,1594,1,Technology,Bookcases
480,F,Ship,3,5,179,8.95,5,low,02-07-2020,11-07-2020,M,56,1113,1,Technology,Bookcases
481,D,Ship,5,4,168,8.4,3,low,01-05-2021,07-05-2021,F,13,1317,1,Technology,Bookcases
482,F,Ship,4,5,202,10.1,3,Not Specified,02-07-2022,12-07-2022,F,46,3181,1,Technology,Bookcases
